id,name,country,mechanic,govt_take_pct_at_75,contractor_npv_musd_at_75,irr_pct_at_75,breakeven_usd
65065,SA-3 Block (Ina / ENI Croatia Adriatic Gas Dev),Croatia,License,18.63,2044.8,,-1.0
65066,West Patras Block (Repsol / HEL.PE Greece Gas Oil),Greece,License,30.51,1646.6,,-1.0
65067,Ioannina Block (Repsol / HEL.PE Greece Gas Dev),Greece,License,30.51,1646.6,,-1.0
65068,Block F (Geo-Jade / Albpetrol Albania Oil Dev),Albania,License,16.36,2120.8,,-1.0
65069,Block G (Bankers Petroleum / AKBN Albania Oil Dev),Albania,License,16.36,2120.8,,-1.0
65070,Block 4118-26 (ENI / Novatek Montenegro Gas Oil),Montenegro,License,11.82,2272.8,,-1.0
65073,Dolina Block (Naftagas / Serbia MEM Gas Oil Dev),Serbia,License,18.06,2068.5,,-1.0
65074,Gbely Phase 2 (Nafta / Slovak MH Slovakia Gas Dev),Slovakia,License,31.18,1623.2,,-1.0
65075,Algyo Phase 3 (MOL / Hungarian MEM Gas Oil Dev),Hungary,License,18.19,2058.5,,-1.0
65076,B-3 Brama Centralna (PGNiG / LOTOS Poland Gas Dev),Poland,License,20.2,1992.2,,-1.0
65077,Block 42 Phase 2 (Andes Petroleum / EP Ecuador Oil Dev),Ecuador,PSC,29.56,1678.1,,-1.0
65078,Block 43-ITT Phase 2 (Petroamazonas / PetroChina Ecuador),Ecuador,PSC,29.56,1678.1,,-1.0
65079,Palo Azul Phase 2 (Enap / PetroOriental Ecuador Oil),Ecuador,PSC,29.56,1678.1,,-1.0
65080,Villano Phase 3 (Repsol / AGIP Ecuador Gas Oil Dev),Ecuador,PSC,29.56,1678.1,,-1.0
65081,Block 8 Phase 4 (Pluspetrol / Pacific Stratus Peru Oil),Peru,License,34.39,1516.1,,-1.0
65082,Block 67 Phase 2 (Perenco / Repsol Peru Gas Oil Dev),Peru,License,34.39,1516.1,,-1.0
65083,Block 76 (Repsol / Shell Peru Gas Oil Dev),Peru,License,34.39,1516.1,,-1.0
65084,Block 95 Phase 2 (Pacific Stratus / Pluspetrol Peru Gas),Peru,License,34.39,1516.1,,-1.0
65085,Dorado Phase 2 (Enap / Wintershall Chile Gas Oil Dev),Chile,License,25.45,1816.7,,-1.0
65086,Methanex Block (Methanex / Enap Chile Gas Dev),Chile,License,25.45,1816.7,,-1.0
65087,Fell Block Phase 2 (Enap / CPSA Chile Gas Dev),Chile,License,25.45,1816.7,,-1.0
65088,Sunchal Block (Repsol / YPFB Bolivia Gas Dev),Bolivia,PSC,33.69,1539.3,,-1.0
65089,Boyuy Block (TotalEnergies / YPFB Bolivia Gas Dev),Bolivia,PSC,33.69,1539.3,,-1.0
65090,Aquio Block (TotalEnergies / YPFB Bolivia Gas Dev),Bolivia,PSC,33.69,1539.3,,-1.0
65091,Azero Block (Shell / YPFB Bolivia Gas Dev),Bolivia,PSC,33.69,1539.3,,-1.0
65092,Charagua Block (Repsol / YPFB Bolivia Gas Dev),Bolivia,PSC,33.69,1539.3,,-1.0
65093,Incahuasi Phase 2 (TotalEnergies / YPFB Bolivia Gas),Bolivia,PSC,33.69,1539.3,,-1.0
65094,Pirity Block (Crescent Global / MOIT Paraguay Gas),Paraguay,License,17.44,4035.6,878.2,
65095,Offshore Block 14 (Shell / ANCAP Uruguay Gas Oil Dev),Uruguay,PSC,60.27,659.5,1263.0,-1.0
65096,Stabroek Phase 4 (ExxonMobil / Hess Guyana Oil Dev),Guyana,PSC,42.19,1959.8,178.1,-1.0
65097,Orinduik Phase 2 (Tullow / TotalEnergies Guyana Gas Oil),Guyana,PSC,42.19,1959.8,178.1,-1.0
65098,Block 42 (Petronas / Staatsolie Suriname Oil Dev),Suriname,PSC,49.0,1387.3,118.5,-1.0
65099,Guyane Maritime Phase 2 (Shell / TotalEnergies FR Guiana),France,License,35.19,1488.8,,-1.0
65100,Falkland Islands Sea Lion Phase 2 (Navitas / Rock Hopper),United Kingdom,License,26.55,3268.4,354.0,-1.0
65101,ACG Phase 4 (bp / SOCAR Azerbaijan Oil Dev),Azerbaijan,PSC,57.31,668.9,50.9,-1.0
65102,Shah Deniz Phase 4 (bp / SOCAR Azerbaijan Gas Dev),Azerbaijan,PSC,57.31,668.9,50.9,-1.0
65103,Shafag-Asiman Phase 2 (bp / SOCAR Azerbaijan Gas),Azerbaijan,PSC,57.31,668.9,50.9,-1.0
65104,Nakhchivan Block (SOCAR / TotalEnergies Azerbaijan Gas),Azerbaijan,PSC,57.31,668.9,50.9,-1.0
65105,Tengiz Phase 5 (Chevron / ExxonMobil Kazakhstan Oil Dev),Kazakhstan,PSA,42.99,1883.2,150.2,-1.0
65106,Karachaganak Phase 5 (Shell / ENI Kazakhstan Gas Oil),Kazakhstan,PSA,42.99,1883.2,150.2,-1.0
65107,Kashagan Phase 5 (Shell / ENI Kazakhstan Oil Dev),Kazakhstan,PSA,42.99,1883.2,150.2,-1.0
65108,Dunga Phase 3 (Caspi Meruerty / MOL Kazakhstan Oil),Kazakhstan,PSA,42.99,1883.2,150.2,-1.0
65109,Kyzylorda Phase 3 (Tethys Petroleum / KMG Kazakhstan),Kazakhstan,PSA,42.99,1883.2,150.2,-1.0
65110,Block 1 Caspian (Dragon Oil / Turkmengaz Gas Oil),Turkmenistan,PSA,24.15,1859.5,,-1.0
65111,Galkynysh Phase 3 (Turkmengaz / CNPC Turkmenistan Gas),Turkmenistan,PSA,24.15,1859.5,,-1.0
65112,Kandym Phase 3 (Lukoil / Uzbekneftegas Gas Dev),Uzbekistan,PSA,20.61,1977.8,,-1.0
65113,Shurtan Phase 4 (Gazprom / Uzbekneftegas Gas Dev),Uzbekistan,PSA,20.61,1977.8,,-1.0
65114,Kokdumalak Phase 3 (Lukoil / Uzbekneftegas Oil Dev),Uzbekistan,PSA,20.61,1977.8,,-1.0
65115,Dengizkul Phase 3 (Lukoil / Uzbekneftegas Gas Dev),Uzbekistan,PSA,20.61,1977.8,,-1.0
65116,Rengan Phase 2 (Tethys / TALCO Tajikistan Gas Oil),Tajikistan,PSA,19.45,2017.2,,-1.0
65117,Fergana Phase 2 (Manas Petroleum / KGMunaigas Gas),Kyrgyzstan,PSA,15.27,2156.6,,-1.0
65118,Block XX (Daqing / MRPAM Mongolia Oil Dev),Mongolia,PSC,23.94,1867.4,,-1.0
65119,Block XXI (PetroChina / MRPAM Mongolia Oil Dev),Mongolia,PSC,23.94,1867.4,,-1.0
65120,Block XIB (BP / Georgian Oil Gas Dev),Georgia,PSA,15.51,2149.4,,-1.0
65121,Kakheti Block (ENI / Georgian Oil Gas Dev),Georgia,PSA,15.51,2149.4,,-1.0
65122,Sevlichay Block (Rostinvest / Armenia MNR Gas Oil),Armenia,PSA,18.63,2044.8,,-1.0
65123,Block 3920 (TPAO / Shell Turkey Gas Oil Dev),Turkey,License,29.56,1678.1,,-1.0
65124,Block 3921 (TPAO / Equinor Turkey Gas Oil Dev),Turkey,License,29.56,1678.1,,-1.0
65125,PL 1442 (Equinor / TotalEnergies Norway North Sea Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65126,PL 1443 (Aker BP / Equinor Norway Barents Sea Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65127,PL 1444 (TotalEnergies / Vår Energi Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65128,PL 1445 (Vår Energi / Aker BP Norway Norwegian Sea Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65129,PL 1446 (Wintershall / Equinor Norway North Sea Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65130,PL 1447 (ENI / Aker BP Norway Barents Sea Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65131,PL 1448 (Equinor / Wintershall Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65132,PL 1449 (TotalEnergies / Aker BP Norway Barents Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65133,PL 1450 (Aker BP / ENI Norway North Sea Oil Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65134,PL 1451 (Vår Energi / Wintershall Norway NS Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65135,PL 1452 (Equinor / ENI Norway Norwegian Sea Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65136,PL 1453 (TotalEnergies / Equinor Norway NS Oil Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65137,PL 1454 (ENI / Vår Energi Norway Barents Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65138,PL 1455 (Wintershall / TotalEnergies Norway NS Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65139,PL 1456 (Aker BP / Vår Energi Norway Barents Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65140,PL 1457 (Equinor / Aker BP Norway NS Oil Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65141,PL 1458 (TotalEnergies / Wintershall Norway NS Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65142,PL 1459 (ENI / Equinor Norway Norwegian Sea Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65143,PL 1460 (Vår Energi / ENI Norway Barents Sea Gas),Norway,Production License,67.27,800.0,76.3,-1.0
65144,PL 1461 (Wintershall / Aker BP Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65145,PL 1462 (Aker BP / TotalEnergies Norway NS Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65146,PL 1463 (Equinor / Vår Energi Norway Barents Gas Oil),Norway,Production License,67.27,800.0,76.3,-1.0
65147,PL 1464 (ENI / TotalEnergies Norway NS Gas Oil Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65148,PL 1465 (Vår Energi / Wintershall Norway NS Gas Dev),Norway,Production License,67.27,800.0,76.3,-1.0
65149,Midland WolfCamp A Phase 5 (ExxonMobil / Pioneer TX Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65150,Midland WolfCamp B Phase 5 (Pioneer / Diamondback TX Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65151,Midland Spraberry Phase 7 (ExxonMobil / OXY TX Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65152,Midland Lower Spraberry Phase 4 (Diamondback / OXY TX),USA,Federal/State Lease,16.96,2101.7,,-1.0
65153,Delaware Bone Spring 1st Phase 5 (Chevron / Devon TX Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65154,Delaware Bone Spring 2nd Phase 5 (ExxonMobil / Chevron TX),USA,Federal/State Lease,16.96,2101.7,,-1.0
65155,Delaware Bone Spring 3rd Phase 5 (OXY / Devon TX NM Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65156,Delaware WolfCamp A Phase 5 (Devon / ExxonMobil TX Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65157,Delaware WolfCamp B Phase 5 (Permian Resources / Chevron TX),USA,Federal/State Lease,16.96,2101.7,,-1.0
65158,Delaware Avalon Phase 4 (EOG / OXY USA NM Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65159,Delaware Brushy Canyon Phase 4 (Devon / EOG USA NM Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65160,Delaware Bell Canyon Phase 4 (OXY / Chevron USA NM Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65161,Midland Clear Fork Phase 5 (ExxonMobil / Diamondback TX),USA,Federal/State Lease,16.96,2101.7,,-1.0
65162,SCOOP Woodford Phase 5 (Continental / Devon OK Gas Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65163,SCOOP Sycamore Phase 3 (Devon / Continental OK Gas Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65164,STACK Meramec Phase 5 (Devon / Encana OK Gas Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65165,STACK Oswego Phase 3 (Continental / Devon OK Gas Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65166,Anadarko Granite Wash Phase 5 (ExxonMobil / XTO TX Gas Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65167,Anadarko Tonkawa Phase 4 (Chesapeake / Continental OK Gas),USA,Federal/State Lease,16.96,2101.7,,-1.0
65168,Anadarko Marmaton Phase 4 (Continental / XTO OK Gas Oil),USA,Federal/State Lease,16.96,2101.7,,-1.0
65169,Anadarko Missourian Phase 3 (Chesapeake / Midstates OK Gas),USA,Federal/State Lease,16.96,2101.7,,-1.0
65170,Eagle Ford Condensate Window Phase 5 (EOG / Cabot TX Gas),USA,Federal/State Lease,16.96,2101.7,,-1.0
65171,Eagle Ford Oil Window Phase 5 (Marathon / Devon TX Oil Dev),USA,Federal/State Lease,16.96,2101.7,,-1.0
65172,Eagle Ford Gas Window Phase 4 (Chesapeake / Sabine TX Gas),USA,Federal/State Lease,16.96,2101.7,,-1.0
65173,Nahr Umr Phase 2 (Lukoil / MOO Iraq Oil Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65174,Majnoon Phase 5 (Shell / Mitsubishi Iraq Oil Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65175,West Qurna-3 Block (ENI / MOO Iraq Oil Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65176,Nassiriya Phase 2 (CNPC / MOO Iraq Oil Gas Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65177,Gharaf Phase 3 (Petronas / Japan Iraq Petroleum Gas Oil),Iraq,TSC,98.47,132.2,999.0,-1.0
65178,Halfaya Phase 4 (CNPC / Petronas Iraq Oil Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65179,Badra Phase 3 (Gazprom Neft / KOGAS Iraq Oil Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65180,East Baghdad Phase 2 (CNPC / MOO Iraq Oil Gas Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65181,Jambur Phase 3 (Genel / MOO Kurdistan Iraq Gas Oil Dev),Iraq,PSC,38.22,2891.2,999.0,-1.0
65182,Penjwin Block (Repsol / KRG Iraq Gas Oil Dev),Iraq,PSC,38.22,2891.2,999.0,-1.0
65183,Samarrah Block (Lukoil / MOO Iraq Gas Oil Dev),Iraq,TSC,98.47,132.2,999.0,-1.0
65184,Duhok Block (ShaMaran / KRG Iraq Gas Oil Dev),Iraq,PSC,38.22,2891.2,999.0,-1.0
65185,Jufeyr Phase 2 (NIOC Iran Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65186,Marun Phase 6 (NIOC / IOOC Iran Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65187,Ahvaz Phase 6 (NIOC / IOOC Iran Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65188,Karoun Phase 3 (IOOC / NIOC Iran Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65189,Mansouri Phase 3 (POGC / NIOC Iran Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65190,Maroun Phase 4 (IOOC / NIOC Iran Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65191,Salman Phase 3 (IOOC / NIOC Iran Offshore Gas Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65192,Doroud Phase 3 (IOOC / NIOC Iran Offshore Gas Oil),Iran,Service Contract,56.39,,53.4,-1.0
65193,Resalat Phase 2 (IOOC / NIOC Iran Offshore Gas Oil),Iran,Service Contract,56.39,,53.4,-1.0
65194,Foruzan Phase 3 (IOOC / NIOC Iran Offshore Gas Oil),Iran,Service Contract,56.39,,53.4,-1.0
65195,Abuzar Phase 3 (IOOC / NIOC Iran Offshore Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65196,Sirri Phase 2 (IOOC / NIOC Iran Offshore Gas Oil Dev),Iran,Service Contract,56.39,,53.4,-1.0
65197,Area NC-115 Phase 2 (Total / NOC Libya Gas Oil Dev),Libya,EPSA,83.77,1040.1,,-1.0
65198,Area NC-186 Phase 2 (Repsol / NOC Libya Gas Oil Dev),Libya,EPSA,83.77,1040.1,,-1.0
65199,Block NC-177 (ENI / NOC Libya Gas Oil Dev),Libya,EPSA,83.77,1040.1,,-1.0
65200,Offshore Block D (ENI / NOC Libya Offshore Gas Oil),Libya,EPSA,83.77,1040.1,,-1.0
65201,Offshore Block E (TotalEnergies / NOC Libya Gas Oil),Libya,EPSA,83.77,1040.1,,-1.0
65202,Block 432a Phase 3 (Repsol / Sonatrach Algeria Gas Oil),Algeria,PSC,70.63,3223.5,,-1.0
65203,Block 433a Phase 3 (TotalEnergies / Sonatrach Algeria Gas),Algeria,PSC,70.63,3223.5,,-1.0
65204,Hassi Rmel Phase 5 (Sonatrach / ENI Algeria Gas Dev),Algeria,PSC,70.63,3223.5,,-1.0
65205,Hassi Messaoud Phase 5 (Sonatrach / Repsol Algeria Oil),Algeria,PSC,70.63,3223.5,,-1.0
65206,Tin Fouye Phase 3 (TotalEnergies / Sonatrach Algeria Gas),Algeria,PSC,70.63,3223.5,,-1.0
65207,Nawara Phase 2 (OMV / ETAP Tunisia Gas Dev),Tunisia,PSC,50.05,6669.0,,-1.0
65208,Anaguid Phase 3 (ENI / ETAP Tunisia Gas Oil Dev),Tunisia,PSC,50.05,6669.0,,-1.0
65209,Jenein Centre Block (Medco / ETAP Tunisia Gas Oil),Tunisia,PSC,50.05,6669.0,,-1.0
65210,El Franig Phase 2 (Repsol / ETAP Tunisia Gas Oil Dev),Tunisia,PSC,50.05,6669.0,,-1.0
65211,West Mediterranean Block (BP / EGPC Egypt Gas Dev),Egypt,PSC,82.05,1316.9,,-1.0
65212,North Sinai Phase 2 (Petrosilah / EGPC Egypt Gas Dev),Egypt,PSC,82.05,1316.9,,-1.0
65213,South Mariut Phase 2 (Shell / EGPC Egypt Gas Dev),Egypt,PSC,82.05,1316.9,,-1.0
65214,Obaiyed Phase 3 (Shell / WEPCO Egypt Gas Dev),Egypt,PSC,82.05,1316.9,,-1.0
65215,Sidi Abd el Rahman Block (ENI / EGPC Egypt Gas Oil),Egypt,PSC,82.05,1316.9,,-1.0
65216,Offshore Tarfaya Block (TotalEnergies / ONHYM Morocco Gas),Morocco,License,34.83,9223.9,,-1.0
65217,Offshore Safi Phase 2 (Chariot / ONHYM Morocco Gas Oil),Morocco,License,34.83,9223.9,,-1.0
65218,Tendrara Phase 2 (Sound Energy / ONHYM Morocco Gas),Morocco,License,34.83,9223.9,,-1.0
65219,Rissana Block (Predator Oil / ONHYM Morocco Gas Dev),Morocco,License,34.83,9223.9,,-1.0
65220,Chinguetti Phase 2 (Petronas / SMHPM Mauritania Oil),Mauritania,PSC,49.7,1316.2,96.1,-1.0
65221,Kovykta Phase 3 (Gazprom / Rosneft Russia Gas Dev),Russia,License,25.75,1805.6,,-1.0
65222,Chayanda Phase 3 (Gazprom / Russia Gas Dev),Russia,License,25.75,1805.6,,-1.0
65223,Verkhnechonsk Phase 4 (Rosneft / BP Russia Oil Dev),Russia,License,25.75,1805.6,,-1.0
65224,Talakan Phase 4 (Surgutneftegas Russia Oil Dev),Russia,License,25.75,1805.6,,-1.0
65225,Dulisma Phase 3 (Dulisma / Itera Russia Oil Gas),Russia,License,25.75,1805.6,,-1.0
65226,Yarakta Phase 3 (Irkutsk Oil / INK Russia Oil Dev),Russia,License,25.75,1805.6,,-1.0
65227,Srednebotuobinskoye Phase 3 (Rosneft / Surgutneftegas),Russia,License,25.75,1805.6,,-1.0
65228,Danilovsky Phase 2 (Rosneft / Gazprom Russia Gas Oil),Russia,License,25.75,1805.6,,-1.0
65229,Pilyudinskoe Phase 2 (Rosneft Russia Gas Oil Dev),Russia,License,25.75,1805.6,,-1.0
65230,Ayansky Block (Rosneft / CNPC Russia Gas Oil),Russia,License,25.75,1805.6,,-1.0
65231,Khabarovsk Block Phase 2 (Rosneft Russia Gas Oil),Russia,License,25.75,1805.6,,-1.0
65232,Sakhalin-6 Block (Rosneft / Shell Russia Gas Oil),Russia,PSA,25.75,1805.6,,-1.0
65233,Sakhalin-7 Block (Rosneft / Gazprom Russia Gas),Russia,PSA,25.75,1805.6,,-1.0
65234,Sakhalin-8 Block (Gazprom / TotalEnergies Russia Gas),Russia,PSA,25.75,1805.6,,-1.0
65235,East Siberia Block 12 (Rosneft Russia Oil Gas Dev),Russia,License,25.75,1805.6,,-1.0
65236,East Siberia Block 13 (Gazprom Neft Russia Oil Gas),Russia,License,25.75,1805.6,,-1.0
65237,East Siberia Block 14 (Lukoil Russia Oil Gas Dev),Russia,License,25.75,1805.6,,-1.0
65238,East Siberia Block 15 (Surgutneftegas Russia Oil Gas),Russia,License,25.75,1805.6,,-1.0
65239,Lena Block 5 (Rosneft / Bashneft Russia Oil Gas),Russia,License,25.75,1805.6,,-1.0
65240,Lena Block 6 (Gazprom / Rosneft Russia Gas Dev),Russia,License,25.75,1805.6,,-1.0
65241,Angara Block 3 (Rosneft / Slavneft Russia Oil Dev),Russia,License,25.75,1805.6,,-1.0
65242,Angara Block 4 (Slavneft / Rosneft Russia Oil Gas),Russia,License,25.75,1805.6,,-1.0
65243,Baikal Block 2 (Rosneft / ENI Russia Gas Oil Dev),Russia,License,25.75,1805.6,,-1.0
65244,Far East Shelf Block 3 (Rosneft / ExxonMobil Russia Gas),Russia,License,25.75,1805.6,,-1.0
65245,CPO-17 Phase 3 (Hocol / Equion Colombia Oil Dev),Colombia,E&P Contract,36.38,1449.9,,-1.0
65246,VMM-41 Phase 2 (Canacol / Ecopetrol Colombia Gas),Colombia,E&P Contract,36.38,1449.9,,-1.0
65247,RC-12 Phase 2 (Repsol / Ecopetrol Colombia Oil Dev),Colombia,E&P Contract,36.38,1449.9,,-1.0
65248,Llanos-94 Phase 2 (Parex / Gran Tierra Colombia Oil),Colombia,E&P Contract,36.38,1449.9,,-1.0
65249,Llanos-117 Block (Ecopetrol / Parex Colombia Oil Dev),Colombia,E&P Contract,36.38,1449.9,,-1.0
65250,Llanos-130 Block (Canacol / Ecopetrol Colombia Gas),Colombia,E&P Contract,36.38,1449.9,,-1.0
65251,GUA-OFF-1 Block (Ecopetrol / TotalEnergies Colombia Gas),Colombia,E&P Contract,36.38,1449.9,,-1.0
65252,Col-2 Offshore Block (Petrobras / Ecopetrol Colombia Gas),Colombia,E&P Contract,36.38,1449.9,,-1.0
65253,Block 56 Phase 3 (Repsol / Pluspetrol Peru Gas Dev),Peru,License,34.39,1516.1,,-1.0
65254,Block 57 Phase 3 (Repsol / TotalEnergies Peru Gas Dev),Peru,License,34.39,1516.1,,-1.0
65255,Block 58 Phase 3 (Petrobras / Repsol Peru Gas Dev),Peru,License,34.39,1516.1,,-1.0
65256,Block 67 Phase 2 (Perenco / TotalEnergies Peru Oil Dev),Peru,License,34.39,1516.1,,-1.0
65257,Block 76 (Shell / Repsol Peru Gas Oil Dev),Peru,License,34.39,1516.1,,-1.0
65258,Block 87 Phase 2 (Repsol / Pluspetrol Peru Gas Dev),Peru,License,34.39,1516.1,,-1.0
65259,Block 88 Phase 4 (Pluspetrol / Repsol Peru Gas Dev),Peru,License,34.39,1516.1,,-1.0
65260,Block 95 Phase 2 (Maple Gas / Repsol Peru Oil Dev),Peru,License,34.39,1516.1,,-1.0
65261,Block 107 Phase 2 (Petrobras / Repsol Peru Gas Oil),Peru,License,34.39,1516.1,,-1.0
65262,Block 116 (Gran Tierra / Repsol Peru Oil Dev),Peru,License,34.39,1516.1,,-1.0
65263,Block 157 (TotalEnergies / Perenco Peru Gas Dev),Peru,License,34.39,1516.1,,-1.0
65264,Block 161 (Repsol / Petrobras Peru Gas Oil Dev),Peru,License,34.39,1516.1,,-1.0
65265,Block 164 (Karoon Energy / Repsol Peru Oil Dev),Peru,License,34.39,1516.1,,-1.0
65266,Offshore Block Z-38 (Repsol / BPZ Peru Gas Oil),Peru,License,34.39,1516.1,,-1.0
65267,Offshore Block Z-64 (TotalEnergies / Repsol Peru Gas),Peru,License,34.39,1516.1,,-1.0
65268,Corridor Block Phase 4 (ConocoPhillips / Pertamina Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65269,Rokan Block Phase 3 (Pertamina / Chevron Indonesia Oil),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65270,Jabung Block Phase 4 (PetroChina / Pertamina Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65271,Kampar Block Phase 3 (Imbang Tata / Pertamina Indonesia),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65272,Siak Block Phase 3 (Medco / Pertamina Indonesia Oil),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65273,Selat Panjang Phase 2 (Kondur / Pertamina Gas Oil),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65274,Rimau Block Phase 3 (Medco / Pertamina Indonesia Oil),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65275,South Sumatra Block Phase 4 (Pertamina / ConocoPhillips),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65276,ONWJ Block Phase 5 (Pertamina / PHE ONWJ Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65277,OSES Block Phase 3 (PHE OSES / Pertamina Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65278,Madura Strait Phase 3 (Husky / Pertamina Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65279,Mahakam Block Phase 5 (Pertamina / TotalEnergies Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65280,Sanga Sanga Phase 4 (VICO / Pertamina Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65281,Nunukan Block Phase 3 (Petronas / Pertamina Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65282,Makassar Strait Phase 3 (ENI / Pertamina Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65283,Pasangkayu Block Phase 2 (Medco / Pertamina Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65284,Buton Block Phase 2 (Buton Kumala / Pertamina Indonesia),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65285,Kepala Burung Phase 2 (Petrogas / Pertamina Gas Oil),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65286,Bomberay Block Phase 2 (Pertamina / ENI Indonesia Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65287,Cendrawasih Block Phase 2 (Genting / Pertamina Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65288,Bintuni Bay Phase 3 (BP / Pertamina Indonesia LNG Gas),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65289,Salawati Island Phase 3 (Petrogas / Pertamina Oil Dev),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65290,Merauke Block Phase 2 (Petrogas / Pertamina Gas Oil),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65291,Offshore North West Java Phase 4 (PHE ONWJ / Pertamina),Indonesia,PSC,42.01,1973.0,170.8,-1.0
65292,Vaca Muerta Loma Campana Phase 5 (YPF / Shell Oil Dev),Argentina,Concession,36.06,1460.9,,-1.0
65293,Vaca Muerta La Amarga Chica Phase 4 (YPF / BP Oil),Argentina,Concession,36.06,1460.9,,-1.0
65294,Vaca Muerta Cruz de Lorena Phase 3 (Pan American / YPF),Argentina,Concession,36.06,1460.9,,-1.0
65295,Vaca Muerta Bandurria Norte Phase 3 (Petronas / YPF Gas),Argentina,Concession,36.06,1460.9,,-1.0
65296,Vaca Muerta Aguada Pichana Este Phase 4 (TotalEnergies / YPF),Argentina,Concession,36.06,1460.9,,-1.0
65297,Vaca Muerta Fortuna Phase 3 (Vista Energy / YPF Oil),Argentina,Concession,36.06,1460.9,,-1.0
65298,Coiron Amargo Sur Phase 3 (Pluspetrol / YPF Oil Dev),Argentina,Concession,36.06,1460.9,,-1.0
